temperature,gene,gfp_conc_mgml,buffer,unfolding_ratio,unfolding_ratio_deriv,unfolding_scatter,unfolding_scatter_deriv,refolding_ratio,refolding_ratio_deriv,refolding_scatter,refolding_scatter_deriv
32.888,pplu,1,im25mM_h2o,0.629,-0.000278,87.398,-0.047292,0.597,0.000814,146.095,-0.081179
32.942,pplu,1,im25mM_h2o,0.628,-0.000279,87.429,-0.047078,0.597,0.000816,146.152,-0.081006
32.996,pplu,1,im25mM_h2o,0.628,-0.000279,87.33,-0.046741,0.597,0.000818,146.125,-0.080824
33.05,pplu,1,im25mM_h2o,0.63,-0.000279,87.434,-0.046276,0.597,0.000819,145.957,-0.080637
33.104,pplu,1,im25mM_h2o,0.627,-0.00028,87.335,-0.045686,0.598,0.00082,146.074,-0.080444
33.158,pplu,1,im25mM_h2o,0.629,-0.00028,87.232,-0.044975,0.597,0.000822,146.164,-0.080246
33.212,pplu,1,im25mM_h2o,0.629,-0.000281,87.302,-0.044153,0.597,0.000823,146.052,-0.080045
33.265,pplu,1,im25mM_h2o,0.629,-0.000281,87.269,-0.04323,0.597,0.000824,146.223,-0.079842
33.319,pplu,1,im25mM_h2o,0.628,-0.000282,87.266,-0.04222,0.598,0.000825,146.183,-0.079636
33.373,pplu,1,im25mM_h2o,0.628,-0.000282,87.396,-0.041142,0.598,0.000826,146.108,-0.079428
33.427,pplu,1,im25mM_h2o,0.628,-0.000283,87.599,-0.040017,0.598,0.000827,146.242,-0.07922
33.481,pplu,1,im25mM_h2o,0.627,-0.000283,87.332,-0.038869,0.6,0.000828,146.32,-0.07901
33.535,pplu,1,im25mM_h2o,0.627,-0.000284,87.06,-0.037722,0.598,0.000829,146.249,-0.0788
33.589,pplu,1,im25mM_h2o,0.628,-0.000285,87.459,-0.036606,0.599,0.000829,146.386,-0.07859
33.643,pplu,1,im25mM_h2o,0.63,-0.000285,87.06,-0.035547,0.598,0.00083,146.235,-0.078381
33.697,pplu,1,im25mM_h2o,0.627,-0.000286,87.351,-0.034572,0.596,0.00083,146.122,-0.078172
33.751,pplu,1,im25mM_h2o,0.627,-0.000286,87.323,-0.033705,0.596,0.00083,146.275,-0.077963
33.805,pplu,1,im25mM_h2o,0.627,-0.000287,87.093,-0.032964,0.596,0.000831,145.996,-0.077755
33.859,pplu,1,im25mM_h2o,0.629,-0.000287,87.074,-0.032365,0.6,0.000831,145.802,-0.077548
33.913,pplu,1,im25mM_h2o,0.628,-0.000288,87.318,-0.031921,0.6,0.00083,145.925,-0.077342
33.966,pplu,1,im25mM_h2o,0.626,-0.000289,87.189,-0.031644,0.599,0.00083,145.894,-0.077136
34.02,pplu,1,im25mM_h2o,0.63,-0.000289,87.013,-0.031544,0.597,0.00083,145.907,-0.076933
34.074,pplu,1,im25mM_h2o,0.629,-0.00029,87.07,-0.031629,0.599,0.00083,146.168,-0.076731
34.128,pplu,1,im25mM_h2o,0.627,-0.00029,87.157,-0.031903,0.599,0.000829,145.889,-0.076532
34.182,pplu,1,im25mM_h2o,0.626,-0.000291,86.682,-0.032364,0.598,0.000828,145.998,-0.076335
34.236,pplu,1,im25mM_h2o,0.63,-0.000292,86.959,-0.033005,0.597,0.000828,145.692,-0.076143
34.29,pplu,1,im25mM_h2o,0.63,-0.000292,87.252,-0.033811,0.597,0.000827,145.985,-0.075955
34.344,pplu,1,im25mM_h2o,0.626,-0.000293,87.202,-0.034763,0.595,0.000826,146.264,-0.075772
34.398,pplu,1,im25mM_h2o,0.627,-0.000294,86.954,-0.035836,0.6,0.000825,146.043,-0.075594
34.452,pplu,1,im25mM_h2o,0.629,-0.000294,86.916,-0.037004,0.599,0.000824,146.193,-0.075424
34.506,pplu,1,im25mM_h2o,0.629,-0.000295,87.156,-0.038241,0.601,0.000823,146.179,-0.075259
34.56,pplu,1,im25mM_h2o,0.629,-0.000296,87.352,-0.03952,0.6,0.000822,145.986,-0.075103
34.614,pplu,1,im25mM_h2o,0.63,-0.000296,86.936,-0.040812,0.598,0.000821,146.111,-0.074953
34.667,pplu,1,im25mM_h2o,0.626,-0.000297,87.163,-0.042091,0.599,0.000819,146.154,-0.074812
34.721,pplu,1,im25mM_h2o,0.629,-0.000298,86.938,-0.04333,0.601,0.000818,146.175,-0.074679
34.775,pplu,1,im25mM_h2o,0.629,-0.000299,87.037,-0.0445,0.599,0.000817,145.927,-0.074553
34.829,pplu,1,im25mM_h2o,0.627,-0.000299,87.251,-0.045578,0.598,0.000815,146.045,-0.074435
34.883,pplu,1,im25mM_h2o,0.625,-0.0003,87.378,-0.046539,0.6,0.000814,146.138,-0.074324
34.937,pplu,1,im25mM_h2o,0.628,-0.000301,87.087,-0.047363,0.601,0.000813,146.074,-0.074219
34.991,pplu,1,im25mM_h2o,0.628,-0.000302,87.242,-0.048031,0.6,0.000811,146.29,-0.07412
35.045,pplu,1,im25mM_h2o,0.626,-0.000303,87.307,-0.048529,0.6,0.00081,146.09,-0.074026
35.099,pplu,1,im25mM_h2o,0.628,-0.000303,87.285,-0.048845,0.599,0.000808,146.002,-0.073936
35.153,pplu,1,im25mM_h2o,0.629,-0.000304,87.219,-0.048972,0.598,0.000807,146.391,-0.07385
35.207,pplu,1,im25mM_h2o,0.625,-0.000305,87.442,-0.048909,0.599,0.000805,146.65,-0.073765
35.261,pplu,1,im25mM_h2o,0.626,-0.000306,87.156,-0.04866,0.598,0.000804,146.29,-0.073682
35.315,pplu,1,im25mM_h2o,0.625,-0.000307,87.017,-0.048233,0.599,0.000802,146.064,-0.0736
35.368,pplu,1,im25mM_h2o,0.629,-0.000308,87.288,-0.047643,0.602,0.0008,145.889,-0.073517
35.422,pplu,1,im25mM_h2o,0.63,-0.000309,87.052,-0.046912,0.602,0.000799,145.844,-0.073432
35.476,pplu,1,im25mM_h2o,0.627,-0.00031,87.011,-0.046066,0.6,0.000797,146.351,-0.073345
35.53,pplu,1,im25mM_h2o,0.628,-0.000311,87.134,-0.045137,0.6,0.000795,146.223,-0.073254
35.584,pplu,1,im25mM_h2o,0.629,-0.000312,87.089,-0.044161,0.6,0.000793,145.595,-0.07316
35.638,pplu,1,im25mM_h2o,0.625,-0.000313,87.099,-0.043173,0.601,0.000791,145.543,-0.07306
35.692,pplu,1,im25mM_h2o,0.628,-0.000314,87.093,-0.042209,0.601,0.000789,145.707,-0.072955
35.746,pplu,1,im25mM_h2o,0.627,-0.000315,87.209,-0.041304,0.601,0.000787,145.725,-0.072844
35.8,pplu,1,im25mM_h2o,0.627,-0.000317,87.292,-0.04049,0.602,0.000785,145.866,-0.072727
35.854,pplu,1,im25mM_h2o,0.63,-0.000318,87.154,-0.039794,0.6,0.000783,145.889,-0.072604
35.908,pplu,1,im25mM_h2o,0.628,-0.000319,87.082,-0.039235,0.6,0.000781,145.584,-0.072475
35.962,pplu,1,im25mM_h2o,0.625,-0.00032,87.28,-0.038827,0.601,0.000779,145.606,-0.07234
36.016,pplu,1,im25mM_h2o,0.625,-0.000321,87.447,-0.038575,0.601,0.000776,145.752,-0.0722
36.07,pplu,1,im25mM_h2o,0.626,-0.000323,87.199,-0.038475,0.6,0.000774,145.707,-0.072055
36.123,pplu,1,im25mM_h2o,0.627,-0.000324,87.099,-0.038521,0.6,0.000771,145.725,-0.071904
36.177,pplu,1,im25mM_h2o,0.629,-0.000325,87.217,-0.038698,0.602,0.000768,145.715,-0.071749
36.231,pplu,1,im25mM_h2o,0.628,-0.000326,87.007,-0.038987,0.603,0.000766,145.698,-0.071588
36.285,pplu,1,im25mM_h2o,0.629,-0.000327,87.033,-0.039369,0.602,0.000763,145.756,-0.071424
36.339,pplu,1,im25mM_h2o,0.627,-0.000329,87.254,-0.03982,0.6,0.00076,146.004,-0.071254
36.393,pplu,1,im25mM_h2o,0.627,-0.00033,86.98,-0.040321,0.6,0.000757,145.915,-0.071081
36.447,pplu,1,im25mM_h2o,0.629,-0.000331,86.811,-0.04085,0.6,0.000754,146.022,-0.070904
36.501,pplu,1,im25mM_h2o,0.629,-0.000333,86.892,-0.04139,0.6,0.000751,145.857,-0.070724
36.555,pplu,1,im25mM_h2o,0.628,-0.000334,86.889,-0.041922,0.601,0.000748,145.529,-0.07054
36.609,pplu,1,im25mM_h2o,0.628,-0.000335,86.966,-0.042432,0.599,0.000745,145.759,-0.070353
36.663,pplu,1,im25mM_h2o,0.626,-0.000336,87.053,-0.042904,0.601,0.000742,145.876,-0.070164
36.717,pplu,1,im25mM_h2o,0.625,-0.000338,87.1,-0.043325,0.599,0.000739,145.728,-0.069973
36.771,pplu,1,im25mM_h2o,0.629,-0.000339,87.019,-0.043682,0.599,0.000736,145.945,-0.069781
36.824,pplu,1,im25mM_h2o,0.63,-0.00034,86.835,-0.043962,0.598,0.000733,145.896,-0.069588
36.878,pplu,1,im25mM_h2o,0.629,-0.000341,86.915,-0.044155,0.598,0.00073,145.555,-0.069395
36.932,pplu,1,im25mM_h2o,0.629,-0.000342,87.055,-0.044248,0.602,0.000727,145.639,-0.069204
36.986,pplu,1,im25mM_h2o,0.629,-0.000344,86.834,-0.044236,0.597,0.000724,145.618,-0.069016
37.04,pplu,1,im25mM_h2o,0.628,-0.000345,86.872,-0.04411,0.598,0.000721,145.744,-0.068831
37.094,pplu,1,im25mM_h2o,0.627,-0.000346,87.209,-0.043868,0.603,0.000719,145.619,-0.068652
37.148,pplu,1,im25mM_h2o,0.627,-0.000347,87.249,-0.043508,0.601,0.000716,145.656,-0.068478
37.202,pplu,1,im25mM_h2o,0.626,-0.000348,86.943,-0.043031,0.599,0.000713,145.774,-0.068313
37.256,pplu,1,im25mM_h2o,0.627,-0.00035,87.176,-0.042441,0.601,0.000711,145.911,-0.068156
37.31,pplu,1,im25mM_h2o,0.623,-0.000351,87.065,-0.041744,0.602,0.000708,145.868,-0.068008
37.364,pplu,1,im25mM_h2o,0.622,-0.000352,86.784,-0.040949,0.602,0.000706,145.696,-0.067871
37.418,pplu,1,im25mM_h2o,0.624,-0.000353,86.993,-0.040065,0.599,0.000704,145.682,-0.067745
37.472,pplu,1,im25mM_h2o,0.624,-0.000354,87.27,-0.039101,0.603,0.000702,145.631,-0.067631
37.525,pplu,1,im25mM_h2o,0.627,-0.000355,87.258,-0.038072,0.601,0.0007,145.651,-0.06753
37.579,pplu,1,im25mM_h2o,0.627,-0.000357,87.097,-0.036992,0.601,0.000698,145.896,-0.067442
37.633,pplu,1,im25mM_h2o,0.627,-0.000358,87.119,-0.035878,0.6,0.000696,146.118,-0.067367
37.687,pplu,1,im25mM_h2o,0.629,-0.000359,87.313,-0.034749,0.603,0.000695,145.961,-0.067306
37.741,pplu,1,im25mM_h2o,0.627,-0.00036,87.143,-0.033621,0.603,0.000693,146.042,-0.067259
37.795,pplu,1,im25mM_h2o,0.626,-0.000361,86.855,-0.032512,0.601,0.000692,145.956,-0.067226
37.849,pplu,1,im25mM_h2o,0.627,-0.000362,87.245,-0.031437,0.602,0.000691,145.756,-0.067206
37.903,pplu,1,im25mM_h2o,0.624,-0.000363,87.027,-0.030407,0.603,0.00069,145.802,-0.0672
37.957,pplu,1,im25mM_h2o,0.626,-0.000364,87.054,-0.029431,0.601,0.000689,145.875,-0.067206
38.011,pplu,1,im25mM_h2o,0.627,-0.000365,87.07,-0.028512,0.602,0.000688,145.805,-0.067226
38.065,pplu,1,im25mM_h2o,0.626,-0.000366,87.15,-0.027653,0.603,0.000687,145.856,-0.067257
38.119,pplu,1,im25mM_h2o,0.624,-0.000367,86.916,-0.02685,0.602,0.000687,145.935,-0.067299
38.173,pplu,1,im25mM_h2o,0.625,-0.000368,87.103,-0.0261,0.601,0.000686,145.596,-0.067352
38.226,pplu,1,im25mM_h2o,0.625,-0.000368,86.807,-0.0254,0.6,0.000686,145.682,-0.067416
38.28,pplu,1,im25mM_h2o,0.627,-0.000369,86.892,-0.024746,0.6,0.000685,145.787,-0.067488
38.334,pplu,1,im25mM_h2o,0.629,-0.00037,87.342,-0.024131,0.6,0.000685,145.879,-0.067569
38.388,pplu,1,im25mM_h2o,0.628,-0.000371,87.155,-0.023552,0.602,0.000685,146.055,-0.067657
38.442,pplu,1,im25mM_h2o,0.627,-0.000372,86.999,-0.023005,0.603,0.000685,145.859,-0.067752
38.496,pplu,1,im25mM_h2o,0.627,-0.000372,86.945,-0.02249,0.604,0.000685,145.63,-0.067853
38.55,pplu,1,im25mM_h2o,0.627,-0.000373,86.671,-0.02201,0.604,0.000685,145.524,-0.067959
38.604,pplu,1,im25mM_h2o,0.628,-0.000374,86.642,-0.021572,0.602,0.000685,145.616,-0.068068
38.658,pplu,1,im25mM_h2o,0.627,-0.000374,86.855,-0.021185,0.601,0.000685,145.806,-0.068178
38.712,pplu,1,im25mM_h2o,0.628,-0.000375,86.67,-0.020863,0.602,0.000685,145.909,-0.06829
38.766,pplu,1,im25mM_h2o,0.629,-0.000375,86.897,-0.020621,0.6,0.000685,145.885,-0.0684
38.82,pplu,1,im25mM_h2o,0.626,-0.000376,86.873,-0.020472,0.601,0.000686,145.715,-0.068508
38.874,pplu,1,im25mM_h2o,0.625,-0.000376,86.58,-0.020429,0.603,0.000686,145.747,-0.068612
38.928,pplu,1,im25mM_h2o,0.627,-0.000377,86.862,-0.020499,0.601,0.000686,145.831,-0.06871
38.981,pplu,1,im25mM_h2o,0.624,-0.000377,86.881,-0.020686,0.601,0.000687,145.858,-0.0688
39.035,pplu,1,im25mM_h2o,0.624,-0.000377,86.974,-0.020988,0.603,0.000687,145.915,-0.068881
39.089,pplu,1,im25mM_h2o,0.625,-0.000378,87.276,-0.021398,0.602,0.000688,145.843,-0.068951
39.143,pplu,1,im25mM_h2o,0.628,-0.000378,87.024,-0.021903,0.604,0.000688,145.657,-0.06901
39.197,pplu,1,im25mM_h2o,0.626,-0.000378,86.971,-0.022487,0.602,0.000689,145.837,-0.069057
39.251,pplu,1,im25mM_h2o,0.628,-0.000378,87.209,-0.023129,0.599,0.000689,146.045,-0.069089
39.305,pplu,1,im25mM_h2o,0.626,-0.000378,87.096,-0.023808,0.599,0.00069,145.643,-0.069107
39.359,pplu,1,im25mM_h2o,0.625,-0.000379,87.008,-0.024504,0.604,0.000691,145.685,-0.069111
39.413,pplu,1,im25mM_h2o,0.624,-0.000379,87.166,-0.025195,0.604,0.000691,145.403,-0.069099
39.467,pplu,1,im25mM_h2o,0.623,-0.000379,87.167,-0.025863,0.6,0.000692,145.357,-0.069071
39.521,pplu,1,im25mM_h2o,0.626,-0.000379,87.132,-0.026493,0.601,0.000693,146.042,-0.069028
39.575,pplu,1,im25mM_h2o,0.627,-0.000379,87.331,-0.027069,0.601,0.000694,145.663,-0.068969
39.629,pplu,1,im25mM_h2o,0.63,-0.000379,87.238,-0.02758,0.603,0.000695,145.886,-0.068894
39.682,pplu,1,im25mM_h2o,0.628,-0.000379,86.822,-0.02802,0.604,0.000696,145.975,-0.068804
39.736,pplu,1,im25mM_h2o,0.625,-0.000379,86.917,-0.028384,0.602,0.000697,145.901,-0.068698
39.79,pplu,1,im25mM_h2o,0.625,-0.000379,87.025,-0.028672,0.6,0.000699,145.662,-0.068577
39.844,pplu,1,im25mM_h2o,0.625,-0.000379,87.036,-0.028889,0.602,0.0007,145.565,-0.068441
39.898,pplu,1,im25mM_h2o,0.625,-0.000379,87.185,-0.02904,0.604,0.000701,145.55,-0.068291
39.952,pplu,1,im25mM_h2o,0.624,-0.000379,87.007,-0.029132,0.603,0.000703,145.557,-0.068127
40.006,pplu,1,im25mM_h2o,0.624,-0.000378,86.874,-0.029173,0.602,0.000704,145.699,-0.067951
40.06,pplu,1,im25mM_h2o,0.625,-0.000378,86.991,-0.029173,0.603,0.000705,145.623,-0.067765
40.114,pplu,1,im25mM_h2o,0.625,-0.000378,87.016,-0.029138,0.603,0.000707,145.313,-0.067569
40.168,pplu,1,im25mM_h2o,0.624,-0.000378,87.005,-0.029077,0.602,0.000709,145.309,-0.067364
40.222,pplu,1,im25mM_h2o,0.624,-0.000378,86.95,-0.028999,0.605,0.00071,145.496,-0.067154
40.276,pplu,1,im25mM_h2o,0.625,-0.000378,86.802,-0.028917,0.605,0.000712,145.385,-0.066939
40.33,pplu,1,im25mM_h2o,0.626,-0.000378,86.881,-0.028841,0.604,0.000713,145.343,-0.066722
40.383,pplu,1,im25mM_h2o,0.626,-0.000377,87.099,-0.028784,0.604,0.000715,145.41,-0.066505
40.437,pplu,1,im25mM_h2o,0.627,-0.000377,87.048,-0.028757,0.603,0.000717,145.118,-0.066291
40.491,pplu,1,im25mM_h2o,0.626,-0.000377,86.852,-0.02877,0.602,0.000718,145.344,-0.066082
40.545,pplu,1,im25mM_h2o,0.625,-0.000377,86.802,-0.02883,0.604,0.00072,145.516,-0.065879
40.599,pplu,1,im25mM_h2o,0.624,-0.000377,86.789,-0.02894,0.604,0.000722,145.344,-0.065685
40.653,pplu,1,im25mM_h2o,0.625,-0.000376,86.778,-0.029103,0.606,0.000723,145.18,-0.065503
40.707,pplu,1,im25mM_h2o,0.625,-0.000376,86.937,-0.029319,0.602,0.000725,145.476,-0.065332
40.761,pplu,1,im25mM_h2o,0.625,-0.000376,87.128,-0.029585,0.602,0.000726,145.431,-0.065176
40.815,pplu,1,im25mM_h2o,0.625,-0.000376,87.14,-0.029901,0.602,0.000728,145.569,-0.065034
40.869,pplu,1,im25mM_h2o,0.623,-0.000376,87.023,-0.030262,0.602,0.000729,145.638,-0.064909
40.923,pplu,1,im25mM_h2o,0.625,-0.000376,86.795,-0.030665,0.603,0.000731,145.543,-0.0648
40.977,pplu,1,im25mM_h2o,0.626,-0.000375,86.755,-0.031104,0.602,0.000732,145.598,-0.064709
41.031,pplu,1,im25mM_h2o,0.626,-0.000375,86.975,-0.031573,0.604,0.000733,145.774,-0.064636
41.084,pplu,1,im25mM_h2o,0.627,-0.000375,87.005,-0.032061,0.603,0.000734,145.71,-0.064582
41.138,pplu,1,im25mM_h2o,0.627,-0.000375,86.869,-0.032562,0.602,0.000735,145.569,-0.064547
41.192,pplu,1,im25mM_h2o,0.626,-0.000375,86.882,-0.033064,0.604,0.000736,145.52,-0.064529
41.246,pplu,1,im25mM_h2o,0.623,-0.000374,87.195,-0.03356,0.604,0.000737,145.444,-0.06453
41.3,pplu,1,im25mM_h2o,0.625,-0.000374,87.109,-0.034037,0.603,0.000738,145.426,-0.064549
41.354,pplu,1,im25mM_h2o,0.627,-0.000374,86.923,-0.034486,0.602,0.000739,145.712,-0.064585
41.408,pplu,1,im25mM_h2o,0.625,-0.000374,87.093,-0.034895,0.601,0.000739,145.711,-0.064637
41.462,pplu,1,im25mM_h2o,0.626,-0.000373,87.266,-0.035255,0.603,0.00074,145.632,-0.064705
41.516,pplu,1,im25mM_h2o,0.625,-0.000373,87.111,-0.035554,0.604,0.00074,145.802,-0.064789
41.57,pplu,1,im25mM_h2o,0.624,-0.000373,86.878,-0.035786,0.604,0.000741,145.727,-0.064888
41.624,pplu,1,im25mM_h2o,0.625,-0.000372,86.745,-0.035941,0.604,0.000741,145.62,-0.065001
41.678,pplu,1,im25mM_h2o,0.625,-0.000372,87.177,-0.036015,0.604,0.000741,145.557,-0.065129
41.732,pplu,1,im25mM_h2o,0.627,-0.000372,86.843,-0.03601,0.604,0.000742,145.384,-0.06527
41.786,pplu,1,im25mM_h2o,0.625,-0.000371,86.737,-0.035934,0.603,0.000742,145.294,-0.065425
41.839,pplu,1,im25mM_h2o,0.627,-0.000371,86.784,-0.035801,0.603,0.000742,145.26,-0.065592
41.893,pplu,1,im25mM_h2o,0.625,-0.000371,86.914,-0.035629,0.607,0.000742,145.263,-0.065772
41.947,pplu,1,im25mM_h2o,0.628,-0.00037,86.706,-0.035441,0.606,0.000742,145.469,-0.065963
42.001,pplu,1,im25mM_h2o,0.628,-0.00037,86.819,-0.035263,0.602,0.000742,145.679,-0.066166
42.055,pplu,1,im25mM_h2o,0.628,-0.000369,86.837,-0.035123,0.602,0.000742,145.686,-0.06638
42.109,pplu,1,im25mM_h2o,0.625,-0.000369,86.874,-0.035048,0.604,0.000742,145.463,-0.066606
42.163,pplu,1,im25mM_h2o,0.625,-0.000368,86.778,-0.035065,0.605,0.000742,145.493,-0.066842
42.217,pplu,1,im25mM_h2o,0.622,-0.000368,86.886,-0.035197,0.605,0.000742,145.368,-0.067089
42.271,pplu,1,im25mM_h2o,0.622,-0.000367,87.059,-0.03546,0.604,0.000742,145.25,-0.067346
42.325,pplu,1,im25mM_h2o,0.624,-0.000367,86.919,-0.035867,0.605,0.000742,145.425,-0.067613
42.379,pplu,1,im25mM_h2o,0.626,-0.000366,87.078,-0.036421,0.606,0.000742,145.463,-0.067888
42.433,pplu,1,im25mM_h2o,0.624,-0.000366,86.697,-0.037117,0.605,0.000742,145.403,-0.068172
42.487,pplu,1,im25mM_h2o,0.625,-0.000365,86.773,-0.037943,0.606,0.000742,145.851,-0.068464
42.54,pplu,1,im25mM_h2o,0.626,-0.000364,86.841,-0.038878,0.605,0.000742,145.674,-0.068762
42.594,pplu,1,im25mM_h2o,0.626,-0.000364,86.955,-0.039893,0.604,0.000742,145.621,-0.069065
42.648,pplu,1,im25mM_h2o,0.627,-0.000363,87.012,-0.040954,0.605,0.000742,145.534,-0.069372
42.702,pplu,1,im25mM_h2o,0.625,-0.000362,86.56,-0.042025,0.605,0.000742,145.462,-0.069682
42.756,pplu,1,im25mM_h2o,0.628,-0.000361,86.658,-0.043068,0.604,0.000742,145.448,-0.069993
42.81,pplu,1,im25mM_h2o,0.625,-0.000361,87.088,-0.044046,0.604,0.000742,145.533,-0.070303
42.864,pplu,1,im25mM_h2o,0.625,-0.00036,86.776,-0.044927,0.603,0.000742,145.328,-0.070611
42.918,pplu,1,im25mM_h2o,0.624,-0.000359,86.779,-0.04568,0.606,0.000742,145.325,-0.070914
42.972,pplu,1,im25mM_h2o,0.625,-0.000358,86.962,-0.046282,0.609,0.000742,145.399,-0.071211
43.026,pplu,1,im25mM_h2o,0.626,-0.000357,86.893,-0.046712,0.608,0.000742,145.66,-0.071498
43.08,pplu,1,im25mM_h2o,0.625,-0.000357,86.854,-0.046957,0.605,0.000741,145.534,-0.071775
43.134,pplu,1,im25mM_h2o,0.625,-0.000356,86.8,-0.047011,0.605,0.000741,145.499,-0.07204
43.188,pplu,1,im25mM_h2o,0.622,-0.000355,86.861,-0.046874,0.605,0.000741,145.49,-0.072289
43.241,pplu,1,im25mM_h2o,0.624,-0.000354,86.987,-0.046551,0.605,0.00074,145.401,-0.072522
43.295,pplu,1,im25mM_h2o,0.623,-0.000352,86.765,-0.046053,0.604,0.00074,145.588,-0.072737
43.349,pplu,1,im25mM_h2o,0.624,-0.000351,86.744,-0.045395,0.605,0.000739,145.589,-0.072932
43.403,pplu,1,im25mM_h2o,0.627,-0.00035,86.886,-0.044595,0.605,0.000739,145.416,-0.073106
43.457,pplu,1,im25mM_h2o,0.623,-0.000349,87.004,-0.043673,0.606,0.000738,145.35,-0.073257
43.511,pplu,1,im25mM_h2o,0.623,-0.000348,87.006,-0.04265,0.603,0.000738,145.296,-0.073383
43.565,pplu,1,im25mM_h2o,0.626,-0.000346,86.98,-0.041549,0.605,0.000737,145.358,-0.073484
43.619,pplu,1,im25mM_h2o,0.625,-0.000345,86.629,-0.040392,0.606,0.000736,145.417,-0.073557
43.673,pplu,1,im25mM_h2o,0.627,-0.000344,86.87,-0.039199,0.604,0.000735,145.374,-0.073602
43.727,pplu,1,im25mM_h2o,0.624,-0.000342,86.987,-0.037987,0.605,0.000734,145.544,-0.073616
43.781,pplu,1,im25mM_h2o,0.622,-0.000341,86.889,-0.036774,0.605,0.000733,145.603,-0.073598
43.835,pplu,1,im25mM_h2o,0.624,-0.000339,86.901,-0.035577,0.606,0.000732,145.321,-0.073547
43.889,pplu,1,im25mM_h2o,0.622,-0.000337,86.891,-0.034416,0.607,0.000731,145.285,-0.07346
43.942,pplu,1,im25mM_h2o,0.623,-0.000336,87.046,-0.033309,0.607,0.00073,145.444,-0.073337
43.996,pplu,1,im25mM_h2o,0.624,-0.000334,87.044,-0.032275,0.608,0.000729,145.541,-0.073176
44.05,pplu,1,im25mM_h2o,0.625,-0.000332,86.867,-0.031334,0.607,0.000727,145.584,-0.072975
44.104,pplu,1,im25mM_h2o,0.626,-0.00033,86.819,-0.030504,0.605,0.000726,145.632,-0.072733
44.158,pplu,1,im25mM_h2o,0.626,-0.000328,86.856,-0.029803,0.604,0.000725,145.525,-0.072449
44.212,pplu,1,im25mM_h2o,0.624,-0.000326,86.804,-0.02925,0.604,0.000724,145.475,-0.072122
44.266,pplu,1,im25mM_h2o,0.62,-0.000324,86.921,-0.028861,0.606,0.000722,145.081,-0.071751
44.32,pplu,1,im25mM_h2o,0.622,-0.000322,86.887,-0.028651,0.607,0.000721,145.136,-0.071334
44.374,pplu,1,im25mM_h2o,0.624,-0.00032,86.755,-0.028627,0.605,0.00072,145.266,-0.070873
44.428,pplu,1,im25mM_h2o,0.626,-0.000318,86.889,-0.028796,0.605,0.000719,145.332,-0.070366
44.482,pplu,1,im25mM_h2o,0.625,-0.000316,86.86,-0.02916,0.607,0.000717,145.6,-0.069813
44.536,pplu,1,im25mM_h2o,0.622,-0.000313,86.86,-0.029718,0.606,0.000716,145.537,-0.069215
44.59,pplu,1,im25mM_h2o,0.621,-0.000311,86.853,-0.030464,0.603,0.000715,145.201,-0.068573
44.643,pplu,1,im25mM_h2o,0.622,-0.000309,86.783,-0.031388,0.606,0.000714,144.989,-0.067888
44.697,pplu,1,im25mM_h2o,0.623,-0.000306,86.687,-0.032478,0.604,0.000713,145.289,-0.067161
44.751,pplu,1,im25mM_h2o,0.621,-0.000304,86.745,-0.033716,0.608,0.000712,145.364,-0.066394
44.805,pplu,1,im25mM_h2o,0.62,-0.000301,86.646,-0.035086,0.608,0.000711,145.258,-0.065588
44.859,pplu,1,im25mM_h2o,0.622,-0.000299,86.765,-0.036569,0.609,0.000711,144.921,-0.064746
44.913,pplu,1,im25mM_h2o,0.624,-0.000296,86.929,-0.038147,0.607,0.00071,145.104,-0.06387
44.967,pplu,1,im25mM_h2o,0.623,-0.000294,86.786,-0.039798,0.604,0.000709,145.054,-0.062961
45.021,pplu,1,im25mM_h2o,0.62,-0.000291,86.652,-0.0415,0.604,0.000709,145.114,-0.062024
45.075,pplu,1,im25mM_h2o,0.622,-0.000289,86.771,-0.043224,0.606,0.000708,145.461,-0.06106
45.129,pplu,1,im25mM_h2o,0.626,-0.000286,86.653,-0.044945,0.607,0.000708,145.277,-0.060074
45.183,pplu,1,im25mM_h2o,0.627,-0.000283,86.365,-0.046633,0.608,0.000708,145.212,-0.059067
45.237,pplu,1,im25mM_h2o,0.624,-0.000281,86.308,-0.048258,0.609,0.000708,145.269,-0.058044
45.291,pplu,1,im25mM_h2o,0.623,-0.000278,86.567,-0.049786,0.605,0.000708,145.008,-0.057007
45.345,pplu,1,im25mM_h2o,0.621,-0.000275,86.599,-0.051184,0.607,0.000708,144.92,-0.05596
45.398,pplu,1,im25mM_h2o,0.622,-0.000273,86.797,-0.052416,0.609,0.000708,144.83,-0.054907
45.452,pplu,1,im25mM_h2o,0.623,-0.00027,86.886,-0.053449,0.607,0.000708,144.882,-0.053852
45.506,pplu,1,im25mM_h2o,0.623,-0.000267,86.676,-0.054251,0.606,0.000708,145.002,-0.052797
45.56,pplu,1,im25mM_h2o,0.623,-0.000265,86.69,-0.054795,0.605,0.000708,145.084,-0.051746
45.614,pplu,1,im25mM_h2o,0.625,-0.000262,86.799,-0.055059,0.606,0.000709,145.201,-0.050704
45.668,pplu,1,im25mM_h2o,0.627,-0.000259,86.921,-0.05503,0.607,0.000709,145.231,-0.049673
45.722,pplu,1,im25mM_h2o,0.623,-0.000256,86.908,-0.054699,0.608,0.000709,145.23,-0.048656
